,Comment,label
1018,Main to bas dislike Marne ayi thisface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1019,You tube fresh trending = unsubscribe Kunal kamra smiling_face_with_open_handssmiling_face_with_open_hands,1
1020,You've more dislikes than your subscription (Ohhhhhhhhhhh Ohhhhhhhhhhhhh),0
1021,7:30 bhai teko vese bhi Koiii ni dekhta YouTube me jao TattiTok me face_with_tears_of_joy,2
1022,"2.4 million dislikes
kiu roast kar raha khudko?",0
1023,Free bees. Free bees. Vote bank polititics.,1
1024,"Subhan Allah. Galiyan mun se is tarah niklain ke koi masla hi nahi. Behayi air gunah ki baat aisay jaise sans le raha ho. Allahu Akbar. Kia insaan nahi janta ke jo bhi mun se nikalta hai woh likha jata hai.
Allah hidayat ata farmae.",1
1025,Kaash kamra ke baap ne 2 rupye wla nirodh 32 saal phle liya hota toh  rolling_on_the_floor_laughing,1
1026,"rewatching this after a year or so, and the intro song 'tumhi ne meri zindegi kharab ki h' got me laughing so bad ,kind of like, you predicted your future after this video :(",0
1027,"Kunal kamra roasting carry

Me in my mind :""ab ghodo ki race mai ghade bhi dodhenge""

No offence just kidding",2
1028,wtf bro,1
1029,Tu carry ka roast kr rha hai aur DISLIKE'S mein bande tera roast kr rhe hai!!!!rolling_on_the_floor_laughingface_with_tears_of_joy,0
1030,Video to ni dekhi bas dislike krne aaya thamiddle_finger,0
1031,Video se jyada funny ye comment section hei face_with_tears_of_joy,0
1032,Kunal ki career ki machud gayi.....àe Rupali pakad meri Dali.....face_with_tears_of_joyface_with_tears_of_joy,2
1033,Akad baked bambebo 80 90 pure 100 pyar krnevale bohot hai bro jlne vale mumelo,2
1034,"Ye sach mein standup comedian hai ??
Isse accha standup comedian mera class ke bache hai",0
1035,Phaad ke rak diya,1
1036,face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1037,"Type of hagnewale 
Type of mutne wale smiling_face_with_hearts",1
1038,hats off to u if u still come here to watch this funny so called chutiya roasting shit,2
1039,Binod,1
1040,Who is here after 2 million dislike,0
1041,Don't disrespect gujarati song,1
1042,"He is offended by carry
Because carry not called
""Takle ko takla na bola jay""",1
1043,It's -1 is minus 1 !! Not negative 1!!! Colonials...,1
1044,are carry bhai.. is dhechu ka nasha utaro yar rolling_on_the_floor_laughing,2
1045,Legend kamra,0
1046,"Bhaia lockdown me log pagla gye he, kuch bhi bana rha he ab ye Bandaface_with_tears_of_joyface_with_tears_of_joy",2
1047,oye crandeep face_with_tears_of_joy,1
1048,"Kamra was like ""Hol up, i am about to end my own career""",0
1049,This video got near about 6 lakh dislikes rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1050,Abee sale ! East and West Carry is the best thumbs_up,2
1051,"Konsa kamra 


Konsa karma 

Ooh samajh gya",0
1052,"Aukaat bhi honi chahiye carry bhai ko roast krne ke liye
Nikal be ganduuurolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing",2
1053,Kya waha pe baithe jo log hai kya wo such bc log hai?,2
1054,Beta... Tumse naa ho payega rolling_on_the_floor_laughing,2
1055,05:00,1
1056,This video has more dislikes than the total no. of subscribers on his fucking channelcat_with_tears_of_joycat_with_tears_of_joy.... Take that Mr. Room!!,2
1057,"This video is best example of taking Udta hua teer.
Cheel di dhng se. 
Boooo sheeee wale chahcharolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing",2
1058,Carry is your dadrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1059,"Kunal kamra wife delivers a baby 
Kunal kamra : but he doesnt look like me 
Meanwhile doctor n the nurses : ohhhhhhhhhhhhhhhhhhhhhhh",1
1060,"Sahi kaha ..

Gali se roast nai banta",0
1061,Kya aapke toothpaste mein namak haipile_of_poorolling_on_the_floor_laughingrolling_on_the_floor_laughingthumbs_up,1
1062,"Sony max :- दिवाणा बना दे
YouTube:- life बना दे
Tick tock:- छक्का बना देface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
1063,This video was so amazing KUNAL just like your standups rolling_on_the_floor_laughingrolling_on_the_floor_laughingI really didn't laugh for a single sec!,0
1064,Bubby sparkling_heart,1
1065,Andi Bandi sandee agar panchayat 2 nahi aaya to tumari ........................star-struck,2
1066,"Abhishek upmanyu be like ""aur bhai swad aagya karwali bezzati""",0
1067,and carry has 30m more subscribers then yourolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1068,That is how roast works...w/o gali...,0
1069,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joydislike kiya mene,0
1070,Sudhir Chaudhary th tv par chatta hai modi ka0:25rolling_on_the_floor_laughingrolling_on_the_floor_laughing,1
1071,"The world awaits ""Tanmay Bhat's"" reaction more than carryminati's! face_with_tears_of_joyface_with_tears_of_joy But no doubt, this is ""ROAST""!!!",0
1072,BINOD BINOD BINOD BINOD BINOD BINOD,1
1073,Binod started hete,1
1074,"Summary of this video
"" Kunal kamra hugta he, Kunal kamra bhut zor se hugta he Yar, Kunal kamra hugega""

Ooooooooooo

Oooooooo",2
1075,Ye to tatti H face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1076,Who didn't even smile throughout the video?,0
1077,"Home name - Anshuman and jayant
School name - Gadha",1
1078,"Exactly! People like Carry Minati are simply destroying the youth. Great work done by you, Kunal Kamra!",0
1079,oye crandeep face_with_tears_of_joy,1
1080,In this video Kunal's jokes are really really poorface_with_tears_of_joyat least take some time and write some vulgar word to roast someone (like what carry do) then you will be appreciated blindly by Indian young audiences (like carry)face_with_tears_of_joy,0
1081,wtfrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1082,If muh se hagna had a face face_with_tears_of_joy,2
1083,After every ouhhhh.... My eir will definitely bleed out..rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1084,"When you start to watch a video .. whole carry fan's react "" aaji lund mera"" .",2
1085,"100% Ohhhhhhhhhhhh
0% i laugh neutral_face",0
1086,98 dislikes wo Aajtak chee news aur news18 ka journalist ne kiya A face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1087,Maturity is when you got more number of dislikes than the subscribers.,0
1088,Dislikesrolling_on_the_floor_laughingrolling_on_the_floor_laughingkunal chakka ki jali,2
1089,O vai sai hau,1
1090,Roast is about 11:12 secs and he is saying that he made a roast of 11:12 in 10 mints wha kiya math hai.,0
1091,Legend are watching now red_heart,0
1092,So dull. It's like his voice is putting his face to sleep. sleeping_facesleeping_face,0
1093,face_with_tears_of_joyface_with_tears_of_joyre re chudail pe bi hawas utar di,1
1094,Kunal will be the next pappu of the youtube politics face_with_tears_of_joyface_with_tears_of_joy,1
1095,"This guy never fails to disappoint.. Zero humour, plus, you call this a roast? Give me a break!!!",0
1096,NUMBER OF DISLIKES IS MORE THAN HIS TOTAL SUBSCRIBERS !!  face_with_tears_of_joyface_with_tears_of_joy,0
1097,Seems official peeing human is pro congress,0
1098,Highest point in kamra's career,0
1099,i want carry to roast this cartoon,0
1100,comments are more enjoyable then his fkng jokes. rolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1101,"Wow first tym u got 2.4 m likes 
Aha sry i mean dislikes cat_with_wry_smileface_with_tears_of_joy",0
1102,i guess this is the highest views videos of Kunal karma because its carry naam he kafi hai,0
1103,"1) Kamra after seeing the dislikes on this video -“ Mai madarchod hu jo yaha aya. Waqt badal diya, jazbaat badal goya”

2) When the total likes on the comments are higher than the likes on the video. It’s like going to kamra’s stand up show and turn it into an open mic ceremony.",2
1104,"The analogy between IT job and Terrorist work, damn man, sent chills down my spine. flushed_face
In simple words, America earned money by giving India tech support jobs and funded that money to support terrorism in Pakistan!!
But the harsh fact is irrespective of the country politician is politician, in India also being in power is more important than national security. One small example is Bangladeshi illegal immigrants numbers in India. Sure it's happening with help of top level ""indirect support"" from our side.",1
1105,Es video me unta humour hai jitna Kunal k sir pe baal face_with_tears_of_joy ab kar Oooooh!!!,0
1106,Kunal u r good stand up comedian Lekin bhai wo carry h aur baap ko chodna ni sikhate face_with_tears_of_joy,2
1107,Kunal bro why you take 10 mins face_with_tears_of_joy mujhse isse bhi acha roast chahiye aur abkiiiii Carry k chutiye fans k upr bhi,2
1108,"Meanwhile Tiktokers to Kunal kamra:

Hum bhi pele gye the tum bhi pele jaoge..man_tipping_hand_light_skin_tonerolling_on_the_floor_laughing",1
1109,rrrrrrrrrrrrrrrrrrrrrrrrrr face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1110,"Ise to carry ke naam pe view mile to mile dislike bhi face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy 
Ye hai Lodu in to hundred",2
1111,"this is indirectly insulting Gujrati,  but Gujarati is Great community.",1
1112,tu modi par meme bna atleast muslims support krege vrna tere ma kuch talent nahi hai face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1113,Best one is at 0:22 when gappu and tihar chudhary  suddenly pop up and laught at pakoda comment,1
1114,With this sense of humour how can kunal call himself comedian face_with_tears_of_joy,0
1115,Carry sparkling_heartsparkling_heartsparkling_heart,0
1116,"BECHO JALEBI PAKODA 
party driven by 
RSS GUNDA'S",1
1117,"The name ravish itself savage to bjp, but one thing is sure he will be the best editor and greatness will ever be remembered,,
Like his way of philosophy",1
1118,Binod,1
1119,"*I literally can not understand, how people are proud of modi*
*The video was so good I watched it twice*",0
1120,Kya reach mili Sala takle ko face_with_tears_of_joy,2
1121,"0% Funny 
10% Talent
10% Roast
100% Jealousy
1000000% OHHHHHHHHHface_with_tears_of_joy",0
1122,Kunal kamra thought of losing weight when he was bored of his MOOBS,2
1123,2.5m dish like face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy Carry fans face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1124,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyshit I'm late up.....but fire,0
1125,"Bete carry se bhidega toh like se jyada dislikes milengee.... 
Toh aacha hai ki baap baap rhe aur beta beta rhe....",2
1126,"First time on this channel i realized 
I found that person who is true hater of tik tokrolling_on_the_floor_laughingrolling_on_the_floor_laughing",1
1127,"Kunal Kamra :- Aja Carry tujhe roast sikhatha hu 
.
.
.
.
.
.
Le Carry :- Majdoor Ko Khodna Or Baap Ko chodna Nhi sikhate",2
1128,Isko bhi views chahiye rolling_on_the_floor_laughing,0
1129,Amir Siddiqui: beta hum v pele gye the tum v pele jaogeface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1130,Ravish kumar sonia gandhi ka interview le kabhi.. Waha pe sawal nhi puchega q ki jeb whi se bhrti haiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1131,"Abbe yrr kitni bezzati krrayega 2.3 million dislike ho gyeee 
10 million hi krra ke maanega aabe dllt krrde video bete face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",1
1132,Isko gaali tum log bakoge...ya main baku...face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1133,Ravish Kumar ji feedback m negative point hi kyu btate ho ya toh aapko feedback ka mtlb nhi PTA ya phir aap anti modi ho,1
1134,"After disliking faisu's video 

carry fans:-

Ohh! Shit here we go again
face_with_tears_of_joyface_with_tears_of_joy",2
1135,Hahahaha ch**pa,2
1136,Soso Woodstock special with FL currency,1
1137,"अच्छा हुआ dislike वालनों रिपोर्ट नही मारा , नही तो तेरा account मर जाता face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joy",2
1138,Wind energy pe lag ra official peeing human ajkal,1
1139,U Failed dude!! Better luck next tymface_with_tears_of_joy,0
1140,"When you start to watch a video .. whole carry fan's react "" aaji l*** mera"" .",2
1141,Kamra set an example of roasting himself while trying to roast a roaster who roasted a rooster,0
1142,"⣤⣶⣶⣶⣦⣤⣄⡀

⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀

⠀⠀⠀⢀⣾⣿⣿⣿⠿⠿⠟⠻⠿⢿⣿⣿⣿⡆

⠀⠀⠀⢰⣿⣿⡿⠂⠀⠀⠀⠀⠀⠀⠈⠉⢻⡇

⠀⠀⠀⠈⠿⣿⣇⣠⠤⠤⠤⢤⣀⣤⠤⠤⣺⡏

⠀⠀⠀⠀⠐⢉⣯⠹⣀⣀⣢⡸⠉⢏⡄⣀⣯⠁

⠀⠀⠀⠀⠡⠀⢹⣆⠀⠀⠀⣀⡀⡰⠀⢠⠖⠂toh

⠀⠀⠀⠀⠀⠈⠙⣿⣿⠀⠠⠚⢋⡁⠀⡜ kaise

⠀⠀⠀⠀⠀⠀⢸⠈⠙⠦⣤⣀⣤⣤⡼⠁ hain

⠀⠀⠀⠀⠀⢀⡌⠀⠀⠀⠀ ⠉⢏⡉ aap log

⠀⠀⠀⣀⣴⣿⣷⣶⣤⣤⣤⣴⣾⣷⣶⣦⡀

⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣄


carry bhai
Thanku guys for 5.5k likes",1
1143,Hasi kunal gandrmara ke comedy se jyada ispe taras aa rha grinning_face_with_sweat,2
1144,Binod,1
1145,"if ""udta teer gaand me lena"" had a facebow_and_arrow",2
1146,Level pe ajja uncle,2
1147,#jittt,1
1148,यह सवाल पूरा हिंदुस्तान पूछ रहा है कि क्या सच में प्रधान सेवक ईमानदार पत्रकार का डर लगता है..face_with_tears_of_joyface_with_tears_of_joyfolded_hands,1
1149,Maulana aur Kothe ke karamchari me jyada antar nahi hotarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joy,1
1150,Eie pagal he kya sirf modi aur hindu ke upar hi jokes herolling_on_the_floor_laughingrolling_on_the_floor_laughing,1
1151,Saala ! apne hi jokes par ohoho kar raha h smirking_face,0
1152,Tu marega carry k hathorolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1153,Zero Modi Chodi,2
1154,"After disliking faisu's video 

carry fans:-

Ohh! Shit here we go again
face_with_tears_of_joyface_with_tears_of_joy",0
1155,"Jabardasti ka 'OHOHOHOHO' kon lagata hai apne video me..
Jalne ki bhi hadd hoti hai, Itna nahi jalte, Beti..smiling_face_with_sunglasses",0
1156,2.5 m dislikes face_with_tears_of_joyface_with_tears_of_joy,0
1157,"Mr Faisu: I have the most number of dislikes on youtube
Kunal Kamra: Hold my Takla",2
1158,faisu got his soulmate! (only legend will get this),0
1159,To be honest iss vdo se Pehele me Kunal Kamra ko janti v nhi thiface_with_tears_of_joyface_with_tears_of_joy Bhai attention k liye kuch v mat karo,0
1160,1 year ago I was among all those teenagers subscribing carryminati with more than 5 accounts and liking all his videos. And also laughing and disliking this video. But now i realized that how dumb i was. That time i also like all teenagers though those all abusing words were cool and also entertaining but now i realized how wrong i was. A new lesson i learned today is that first see and understand both sides then only come to a conclusion unlike blindly following someone .,0
1161,"Everyone : karry...cunal...karrry...cunal..

Me : Is the man ""Acharya Prashant"" @Chetan Bhagat",2
1162,Kabhi Mahmad pe comedy kar ke dikhav,1
1163,Sach batavu to is roast me jitna bhi part carry bhai ne bola hai utna hi funny tha.Baki tumara roast to taati haiconfused_face.,0
1164,"wow, so many hilarious jokes, forgot to laugh though.",0
1165,"Lgta he gujratio ki beijjati ho rhi he
Majak chal rha he GJ par

Sbse aage he Gujrati and gujrat
Best economy best man powersmirking_facesmirking_facesmirking_face",1
1166,Abhi abhi dislike kiya hu face_with_tears_of_joy,0
1167,"sure you should definitely switch into tiktok, what would happen just the shit of tiktok will increase little bit more.",2
1168,17:00 Ngoài trời ngập nắng. Tim lại đổ mưa. Lòng thầm lo lắng. Cậu thích ai chưa?,1
1169,Ye banda aapne hi majje le raha hai itne ohhhhhhh wale effect....yarr......,0
1170,Amazon Teri.... jaldi se season lao,1
1171,This is roast rolling_on_the_floor_laughing,0
1172,kamra just made carry's career. uska content dekhne ke liye kitne din psychiatrist ke saath guzarna padha?,0
1173,Chal kisi ne to himmat ki carry ko roast krne ki vobhi Bina gaali gloj kethumbs_up,2
1174,Binod,1
1175,Such a lame guy face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1176,"Carry minati at 20- a gamer, rapper, doing roast, live streams for charity, met Tom Cruise 
Kamra at 31- Modi Modi Modi",0
1177,Chautha KHAMBAArolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,1
1178,Binod,1
1179,oye crandeep face_with_tears_of_joy,1
1180,Ooooooooooo.........hhhhhh rolling_on_the_floor_laughing let's aim for 3 million dislikes beaming_face_with_smiling_eyes,0
1181,Koi news hi de do jhopdi walo,1
1182,Finally some says the right thing rather following any shit blindly,0
1183,I wonder indian youth ko galiyan sunay ka itna Shok hay ya un ka intellectual level itna down ho gya hay k Karri jasy itnay popular ho gay han....,0
1184,"Carry after making roast videos: sudden increase in subscribers
This guy after making roast video:face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joypata nahi bichare ka kya hone wala hai!",0
1185,3rd,1
1186,Comedian face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1187,Chunal Kamra face_with_tears_of_joyface_with_tears_of_joy,0
1188,Congo for 2 million smiling_face_with_heart-eyes,0
1189,"Kamra: Roasts carry
....gets more dislikes than his total subscribers",0
1190,2 M dislikes... Hahaha. Ye to record banayega..besharm,2
1191,17:04 8/3 nói ra hơi ngại. Nhưng hiện tại em chưa có người yêu,1
1192,"*After watching this, Carry be like* : ""Ek kaam kar, idhar hi hag de""",2
1193,It's so funny that he has to give sound effects for us to realise it's a roast lmao,0
1194,"If u think Carry's video was cyber bullying then tera video mai galiyan na denese normal roste video nahi hogaya samja ,uska and urs dono mai same chiz hai bas style alag hai aur carry ka style tum sabko jealous kardeta I feel petty on u brorolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_hand_over_mouth",0
1195,Bhai tune kabhi Sonia Gandhi see koi public program me sawal Kiya hai ????? Kisi public program me bulaya hai ? Jis din vo karga tab I will definitely respect you. Modi to chutiya hai sabko pata hai,1
1196,Char chavanni ghode pe kunal kamra sab ke laude ........perolling_on_the_floor_laughingrolling_on_the_floor_laughingAb bol Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,2
1197,"2 hotties with a fucking talent of ""dil toote ashiq"" voice!!!!  Love smiling_face_with_heart-eyes",2
1198,"Carryminati level alag hai firefire 
       Bhai tera baap hai vo",0
1199,"This probably is the lamest roast of all time. I honestly like your stand-up but you messed up here bro.

Bhai agar udta teer dikhe toh usey udne dete rehna chahiye.. usko gaand me lena samajhdari nahi hai.",2
1200,"Carry's Subscribers 20 M and This Khali Kamra's Subscribers 1.67 M...
Aukat me Reh Be Chutiye...",2
1201,This was a good video.,0
1202,"11:03
10 minutes 
What u have written
Just ohhhhhhhhhhhhhhhh.....",0
1203,"Ise bolte hai udta tir.... Me lena. 
Bye bye tir bye bye tir..... face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
1204,11:04 ye hard tha gurured_heart,0
1205,thumbs_upthumbs_upthumbs_upthumbs_up,0
1206,Come'on kunal tujh mn tou itnh gutts b nai thy k khud aa k roast kardy apna cartoon character la k rakh dia...face_with_tears_of_joyBTW ye cartoon tujh sy zada acha lg ra h....ohhhhhhhhhhrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,1
1207,I wish if there was any option to hit dislike atleast 10 times...grimacing_face,0
1208,its so funny how everything he point about is something he's done previously. bruh grow up,0
1209,binod,1
1210,face_with_tears_of_joyrolling_on_the_floor_laughingface_with_tears_of_joyfirefirefire,0
1211,घोड़े की रेस मे गधे नही दौड़ते rolling_on_the_floor_laughingface_with_tears_of_joy,2
1212,smiling_face_with_sunglassesrolling_on_the_floor_laughingrolling_on_the_floor_laughingbeaming_face_with_smiling_eyesclapping_handsclapping_hands modi ki leli,1
1213,Shayd baap ko beta bola title me isliye ulti ganga beh gayi haibeaming_face_with_smiling_eyesface_with_tears_of_joy,2
1214,tu modi par meme bna atleast muslims support krege vrna tere ma kuch talent nahi hai face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1215,"Kunal is getting jealous of carry.... 
Feeling very bad fr kunal",0
1216,face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingthumbs_up,0
1217,"web chat
web chat",1
1218,Abe tujhe bhai nhi dega wo rehne de face_with_tears_of_joy saala 30 million wala tujhe puchega bhi nhi nalle face_with_tears_of_joy,2
1219,Shiiii.... Bhai ye Kahan Ka roast hy... 2M se malum padh gya ki roasting use tujse sikhna Chahiye... Ki tuje usseface_with_tears_of_joyface_with_tears_of_joychutiyeerolling_on_the_floor_laughing... Carryminati op bolteesparkling_heart,2
1220,Aakhri diwali kaa hero !!!!,0
1221,After seeing this video my mind joginder is better than himrolling_on_the_floor_laughing,0
1222,Even though this roast was shit....but kunal real beef with govt jokes arefirefire,0
1223,"4:18 
Carry- Iss video mein mereko chahiye 2million likes
Kunal Kamra- iss video mein mereko chahiye 2m dislikes. Guys karwa do please folded_handsfolded_handsfolded_hands",0
1224,After this roast fans be like : phir maar nahi kayega Thu face_savoring_food,0
1225,"After watching this I was like Kunal kamra is bhgvan ka banda...
I hope he never gets fustratexd and uses abusive words..",0
1226,Modi fenku h,1
1227,Peeing human muth ke aag failaila hai smiling_face_with_smiling_eyes,1
1228,Carry is your dadrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1229,"Last one ""Be aware of Chinese products"" nailed it rolling_on_the_floor_laughingrolling_on_the_floor_laughingfire",1
1230,tunes sala congres ka pochar karo,1
1231,"Maturity is when you realize that everyone can't roast. 
[ OHOHOHOHOHOHOOHOH ]",0
1232,Bhai roast k nam pr hag diya tuneface_with_tears_of_joy,2
1233,Terrorists can build business,1
1234,Linus is not a fan of free speech? He would rather see people continue to get censored?,1
1235,"Fun Fact: 
In few hours this video will have more 
dislikes than this channel’s subscribers!",0
1236,Congratulations for 2m likes  confetti_ballparty_popperconfetti_ballconfetti_ballconfetti_ballconfetti_ballconfetti_ball,0
1237,"New subscriber 
You are nice person bro....",1
1238,Mark my words this video is going to break the record of most disliked videothumbs_upfolded_handsrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1239,When you don't have any job during lockdown... So just to earn money you pick word carry. fuck kunal kamra,2
1240,"Best thing I get from this video
This change my entire life
ACHARYA JIII.
folded_handsfolded_hands",0
1241,This video is probably gonna break the record of most disliked video. A record that carryminati can never break. face_with_tears_of_joy,0
1242,"To all of you who are not understanding *oooooooo* it's basically the voice of his fake lost soul telling him ""Yuo arre Syawage""",0
1243,I am carry fan from last 5 years but the way kamra roasted him without using cuss words is owsm,0
1244,Ajay Bhai please BTS PE ek video banade Bhai please ek me ek BTS kaa hater hoon,1
1245,OH!OH!OH!OH!OH  karna roast nahi hota.,0
1246,bil kul bhai abba qadar sahi bol rha tha madarse mai ghapa ghap chal rha tha...................sahi samje na faruq bhai,2
1247,Carry ke chamche kaam pe lag gaye face_with_tears_of_joyface_with_tears_of_joy,2
1248,Epic video smiling_cat_with_heart-eyessmiling_cat_with_heart-eyessmiling_cat_with_heart-eyes it's in list grinning_squinting_face of most disliked video on YouTube,0
1249,2.4M dislikes... dream come true rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1250,"I like the video kunal , bat sari sahi boli hai tune face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy.",0
1251,I'm the only one who doesn't even got laugh at any moment woozy_face,0
1252,Brother stay under औक़ात !,0
1253,Dislike button jaane ka sabse jyaada fayda inko hoga,0
1254,"Mr faisu : YouTube pe Sabse zyada dislikes sirf mujhe hi mile haiweary_face
Kunal Kamra to faisu : ruko Jara Sabar karorolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing",0
1255,Kunal is the next pappu grinning_squinting_facerolling_on_the_floor_laughing,0
1256,Are carryminati indians ka youth icon hai aur ye youth india ka future hain face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1257,After seeing the dislike Kunal Kamra be like. Mujhe Maaf karro mere pass koi alfaaz nhi,0
1258,Hahahaha ye hai koun lodha kamraface_with_tears_of_joyface_with_tears_of_joy,2
1259,Kunal uncle ji like se jyadaa unlike unamused_faceface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1260,2.4M dislikesface_with_tears_of_joy,0
1261,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1262,Kahan raja bhoj kahan gangu teliface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1263,7:30 bhai teko vese bhi Koiii ni dekhta YouTube me jao TattiTok me face_with_tears_of_joy,2
1264,"""""""Who found oxyzen and start breathing breathing randomly are real, real legends""""""heart_suitheart_suitIndia",1
1265,"Shutting Arnob Goswami on flight is much better than the whole career of Carry Minati :(
It needs balls of steel to talk out of your YouTube studio",1
1266,"""English me gaali dene wale lagte cool, hindi me dene wale lagte inko fool"" This hits differentfire",0
1267,18:03 Em vụng về làm gì cũng đổ. Tấm thân này cũng lỡ đổ vào anh,1
1268,Binod,1
1269,2.4M dislikes... dream come true rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1270,madharchoddd,2
1271,Desh drohi ravish kumar,1
1272,Carry ki fans ki acchi sa jali h dislike dekh Kar pata chala hface_with_tears_of_joy,0
1273,2.4M dislikes.. Oh bhai.,0
1274,View paane ke chakr me itne dislike le liye jitne video pr is zindagi me view nhi aayege rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1275,I m a dr nd i still don’t find any difference in body structure nd blood of hindu nd muslim red_heart,1
1276,"Google:
How to make bio-gas from online tatti..",2
1277,Bhai how I missed on this track this is so fuckin dope.,2
1278,I love this roast,0
1279,That is the roast face_with_tears_of_joy,0
1280,End mein bade harami ho betaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1281,Karva li bezzati face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy gandu,2
1282,Kunal be like baap baap hota ha face_with_tears_of_joy,0
